METRICA|VALOR|MODELO|TIPO_DE_DATOS
Informacion Mutua Normalizada (NMI)|1.5|SuperAprendizdoscapas|Prueba
Indice Kappa de Cohen|7.06|SuperAprendizdoscapas|Prueba
Precision|87.68|SuperAprendizdoscapas|Entrenamiento
Exhaustividad|92.3|SuperAprendizdoscapas|Entrenamiento
Puntuacion F1|89.83|SuperAprendizdoscapas|Entrenamiento
Exactitud|92.3|SuperAprendizdoscapas|Entrenamiento
Informacion Mutua Normalizada (NMI)|72.71|SuperAprendizdoscapas|Entrenamiento
Indice Kappa de Cohen|80.73|SuperAprendizdoscapas|Entrenamiento
Mejores Hiperparametros|Estimador: Extratrees, Hiperparametros: {'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 9, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Random Forest, Hiperparametros: {'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Bagging, Hiperparametros: {'bootstrap': True, 'bootstrap_features': True, 'estimator': None, 'max_features': 0.75, 'max_samples': 0.7, 'n_estimators': 750, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Decision tree, Hiperparametros: {'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'max_features': 4, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 2, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 2, 'splitter': 'random'}|SuperAprendizdoscapas|Hiperparametros del modelo
Precision|62.23|RedNeuronal|Prueba
Exhaustividad|68.79|RedNeuronal|Prueba
Puntuacion F1|59.23|RedNeuronal|Prueba
Exactitud|68.79|RedNeuronal|Prueba
Informacion Mutua Normalizada (NMI)|2.32|RedNeuronal|Prueba
Indice Kappa de Cohen|7.07|RedNeuronal|Prueba
Precision|67.15|RedNeuronal|Entrenamiento
Exhaustividad|71.92|RedNeuronal|Entrenamiento
Puntuacion F1|62.17|RedNeuronal|Entrenamiento
Exactitud|71.92|RedNeuronal|Entrenamiento
Informacion Mutua Normalizada (NMI)|2.85|RedNeuronal|Entrenamiento
Indice Kappa de Cohen|6.88|RedNeuronal|Entrenamiento
Hiperparametros|input_size=9, hidden_size=155, num_classes=5, num_epochs=100, learning_rate=0.0015|RedNeuronal|Entrenamiento
