NUMERO;LOCALIDAD_COLEGIO;PG_ICFES;CON_MAT_ICFES;FISICA_ICFES;BIOLOGIA_ICFES;IDIOMA_ICFES;LOCALIDAD;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCA_UNO;NCP_UNO;NAC_UNO;NAA_UNO;NAP_UNO;EPA_UNO;CREDITOS_DIFERENCIAL;ESTADO_FINAL;NOTA_DIFERENCIAL;VECES_DIFERENCIAL;NOTA_DIBUJO;VECES_DIBUJO;CREDITOS_DIBUJO;NOTA_QUIMICA;VECES_QUIMICA;CREDITOS_QUIMICA;NOTA_CFJC;VECES_CFJC;CREDITOS_CFJC;NOTA_TEXTOS;VECES_TEXTOS;CREDITOS_TEXTOS;NOTA_SEMINARIO;VECES_SEMINARIO;CREDITOS_SEMINARIO;NOTA_EE_UNO;VECES_EE_UNO;CREDITOS_EE_UNO;RENDIMIENTO_DOS;PROMEDIO_DOS
757;20;495.03;88.79;69.98;78.77;66.03;20;32.766666666666666;1;18;15;3;7;6;1;1;4;13;30.0;1;40.0;1;2;27.5;2;3;40.0;1;1;37.0;1;2;35.0;1;1;30.0;1;2;1;29.0
758;6;517.33;82.87;86.86;78.77;62.94;7;34.8;0;15;15;0;7;7;0;1;4;5;30.0;1;40.0;1;2;30.0;1;3;40.0;1;1;31.0;1;2;30.0;1;1;50.0;1;2;2;36.588235294117645
759;4;480.49;65.63;76.27;78.77;85.44;4;34.86666666666667;2;25;15;10;7;5;2;1;4;5;25.0;2;40.0;1;2;29.0;3;3;45.0;1;1;41.0;1;2;35.0;1;1;47.0;1;2;2;36.529411764705884
760;8;478.17;68.39;73.09;65.98;61.66;8;35.8;1;18;15;3;7;6;1;1;4;5;30.0;1;45.0;1;2;29.0;2;3;45.0;1;1;42.0;1;2;35.0;1;1;38.0;1;2;2;36.470588235294116
761;10;492.04;98.19;63.86;63.2;62.94;10;27.727272727272727;0;11;11;0;5;3;2;2;4;9;25.0;1;40.0;1;2;20.0;1;3;30.0;1;1;0.0;0;2;35.0;1;1;0.0;0;2;1;0.0
762;11;464.05;69.01;79.58;60.48;77.13;10;32.27272727272727;0;11;11;0;5;4;1;1;4;9;30.0;1;40.0;1;2;25.0;1;3;40.0;1;1;0.0;0;2;40.0;1;1;0.0;0;2;1;0.0
763;4;466.69;69.01;75.93;58.6;51.33;4;29.95;2;28;15;13;7;5;2;2;4;5;22.5;2;35.0;1;2;23.75;4;3;30.0;1;1;38.0;1;2;30.0;1;1;41.0;1;2;2;33.38235294117647
764;17;480.74;69.01;69.72;55.92;55.62;17;27.224358974358974;4;29;13;16;6;3;3;1;4;9;24.666666666666668;3;31.5;2;2;22.5;2;3;35.0;1;1;33.0;1;2;23.75;4;1;0.0;0;2;2;33.6
765;9;472.12;78.36;69.72;66.77;68.41;9;33.53333333333333;1;18;15;3;7;6;1;1;4;5;30.0;1;35.0;1;2;25.0;2;3;40.0;1;1;39.0;1;2;30.0;1;1;45.0;1;2;2;31.176470588235293
766;10;507.48;79.26;60.57;69.65;66.95;10;30.766666666666666;2;22;15;7;7;5;2;1;4;5;26.5;2;30.0;1;2;25.5;2;3;30.0;1;1;38.0;1;2;35.0;1;1;39.0;1;2;2;30.0
