NUMERO;PROMEDIO_UNO;PROMEDIO_DOS;NOTA_EE_DOS;PROMEDIO_TRES;NOTA_MULTIVARIADO;NOTA_FISICA_DOS;NOTA_EE_CUATRO;PROMEDIO_CINCO;NOTA_PROCESOSM;NOTA_ADMINISTRACION;NOTA_LENGUA_UNO;NOTA_EI_UNO;NOTA_EI_DOS;PROMEDIO_SEIS;NAC_SEIS;NOTA_PLINEAL;NOTA_IECONOMICA;NOTA_DISEÑO;NOTA_METODOS;NOTA_EI_TRES;PROMEDIO_SIETE;CAR_SIETE;NCC_SIETE;NCA_SIETE;NCP_SIETE;NAC_SIETE;NAA_SIETE;NAP_SIETE;EPA_SIETE;NOTA_EMPRENDIMIENTO;VECES_EMPRENDIMIENTO;CREDITOS_EMPRENDIMIENTO;NOTA_GRAFOS;VECES_GRAFOS;CREDITOS_GRAFOS;NOTA_CALIDAD_UNO;VECES_CALIDAD_UNO;CREDITOS_CALIDAD_UNO;NOTA_MECARDOTECNIA;VECES_MERCADOTECNIA;CREDITOS_MERCADOTECNIA;NOTA_ERGONOMIA;VECES_ERGONOMIA;CREDITOS_ERGONOMIA;NOTA_HOMBRE;VECES_HOMBRE;CREDITOS_HOMBRE;NOTA_EI_CUATRO;VECES_EI_CUATRO;CREDITOS_EI_CUATRO;NOTA_EI_CINCO;VECES_EI_CINCO;CREDITOS_EI_CINCO;RENDIMIENTO_OCHO;PROMEDIO_OCHO
1010;32.86666666666667;35.88235294117647;44.0;36.666666666666664;37.0;38.0;45;37.470588235294116;39.0;30.0;46.0;42.0;44.0;38.88235294117647;8;34.0;32.0;36.0;37.0;48;39.86666666666667;1;16;15;1;8;7;1;1;34.0;1;2;43.0;1;2;44.0;1;2;45.0;1;2;43.0;1;2;24.0;2;1;42.0;1;2;36.0;1;2;2;38.17857142857143
1011;30.066666666666666;32.23529411764706;42.0;35.77777777777778;35.0;41.0;46;32.029411764705884;25.5;33.0;42.0;31.0;33.0;35.470588235294116;8;33.0;30.0;31.0;35.0;43;35.86666666666667;1;17;15;2;8;7;1;1;41.0;1;2;29.0;2;2;33.0;1;2;42.0;1;2;34.0;1;2;42.0;1;1;30.0;1;2;39.0;1;2;2;35.92857142857143
1013;33.6;33.26470588235294;38.0;37.35294117647059;40.0;0.0;0;32.68181818181818;0.0;33.0;0.0;38.0;43.0;34.45454545454545;5;33.0;30.0;0.0;0.0;37;39.857142857142854;0;11;11;0;4;4;0;1;0.0;0;2;39.0;1;2;0.0;1;2;0.0;1;2;0.0;0;2;41.0;1;1;39.0;1;2;41.0;1;2;1;27.22222222222222
1016;38.86666666666667;38.470588235294116;37.0;39.22222222222222;44.0;36.0;48;37.94117647058823;34.0;37.0;46.0;41.0;33.0;39.94117647058823;8;43.0;39.0;41.0;35.0;47;43.46666666666667;0;15;15;0;8;8;0;1;44.0;1;2;46.0;1;2;47.0;1;2;42.0;1;2;43.0;1;2;44.0;1;1;43.0;1;2;39.0;1;2;3;41.214285714285715
1017;35.1;37.85294117647059;44.0;40.0;30.0;37.0;46;36.23529411764706;31.0;39.0;42.0;38.0;41.0;39.88235294117647;8;31.0;43.0;39.0;42.0;42;37.86666666666667;0;15;15;0;8;8;0;1;37.0;1;2;40.0;1;2;38.0;1;2;37.0;1;2;39.0;1;2;40.0;1;1;34.0;1;2;39.0;1;2;2;36.285714285714285
1021;35.2;35.588235294117645;45.0;37.69444444444444;38.0;37.0;50;38.35294117647059;38.0;35.0;40.0;43.0;40.0;36.529411764705884;8;30.0;32.0;39.0;35.0;44;39.266666666666666;0;15;15;0;8;8;0;1;34.0;1;2;43.0;1;2;39.0;1;2;47.0;1;2;41.0;1;2;41.0;1;1;35.0;1;2;35.0;1;2;3;42.07142857142857
1023;35.7;34.5;46.0;34.833333333333336;31.0;37.0;45;36.1764705882353;33.0;37.0;45.0;30.0;48.0;40.294117647058826;8;35.0;47.0;41.0;34.0;46;39.46666666666667;0;15;15;0;8;8;0;1;31.0;1;2;41.0;1;2;36.0;1;2;46.0;1;2;37.0;1;2;42.0;1;1;44.0;1;2;40.0;1;2;2;39.92857142857143
1025;36.63333333333333;36.705882352941174;36.0;34.97222222222222;31.0;36.0;42;37.294117647058826;34.0;39.0;41.0;41.0;37.0;38.294117647058826;8;41.0;44.0;30.0;34.0;38;43.06666666666667;0;15;15;0;8;8;0;1;43.0;1;2;43.0;1;2;43.0;1;2;42.0;1;2;48.0;1;2;44.0;1;1;43.0;1;2;39.0;1;2;2;38.714285714285715
1026;38.06666666666667;34.529411764705884;38.0;37.94444444444444;33.0;37.0;44;37.705882352941174;30.0;30.0;48.0;38.0;48.0;39.88235294117647;8;32.0;43.0;47.0;36.0;47;42.93333333333333;0;15;15;0;8;8;0;1;45.0;1;2;41.0;1;2;47.0;1;2;45.0;1;2;45.0;1;2;40.0;1;1;42.0;1;2;37.0;1;2;3;44.857142857142854
1027;36.2;35.64705882352941;45.0;34.44444444444444;30.0;34.0;48;37.23529411764706;30.0;37.0;44.0;38.0;48.0;40.76470588235294;8;42.0;36.0;41.0;33.0;47;44.53333333333333;0;15;15;0;8;8;0;1;44.0;1;2;46.0;1;2;47.0;1;2;47.0;1;2;45.0;1;2;38.0;1;1;43.0;1;2;43.0;1;2;3;40.785714285714285
1030;33.6;30.235294117647058;38.0;33.388888888888886;20.0;30.0;46;34.44117647058823;30.0;39.0;44.0;38.0;40.0;37.23529411764706;8;34.0;30.0;42.0;39.0;41;37.266666666666666;0;15;15;0;8;8;0;1;37.0;1;2;33.0;1;2;36.0;1;2;35.0;1;2;40.0;1;2;41.0;1;1;44.0;1;2;34.0;1;2;2;35.92857142857143
1031;38.93333333333333;43.294117647058826;48.0;39.888888888888886;39.0;45.0;45;42.8235294117647;38.0;45.0;48.0;42.0;50.0;43.588235294117645;8;38.0;44.0;47.0;38.0;49;45.93333333333333;1;17;15;2;8;8;0;1;48.0;2;2;49.0;1;2;47.0;1;2;48.0;1;2;44.0;1;2;39.0;1;1;43.0;1;2;46.0;1;2;3;44.714285714285715
1037;31.233333333333334;33.08333333333333;35.0;31.41176470588235;34.0;28.0;0;32.7;0.0;0.0;41.0;41.0;0.0;22.75;3;20.0;27.0;0.0;0.0;0;16.75;1;5;3;2;2;1;1;2;18.0;2;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;31.0;1;1;0.0;0;2;0.0;0;2;1;24.666666666666668
1038;31.288888888888888;31.705882352941178;39.0;36.22222222222222;33.0;29.5;46;35.11764705882353;34.0;30.0;48.0;31.0;39.0;33.705882352941174;8;21.0;31.5;37.0;38.0;41;36.4;0;15;15;0;8;8;0;1;35.0;1;2;38.0;1;2;30.0;1;2;38.0;1;2;39.0;1;2;42.0;1;1;42.0;1;2;30.0;1;2;2;36.142857142857146
1040;34.6;33.8235294117647;45.0;40.27777777777778;33.0;36.0;35;35.76470588235294;32.0;35.0;50.0;30.0;47.0;36.705882352941174;8;34.0;30.5;36.0;36.0;43;37.53333333333333;1;17;15;2;8;7;1;1;21.5;2;2;43.0;1;2;33.0;1;2;43.0;1;2;40.0;1;2;42.0;1;1;46.0;1;2;34.0;1;2;3;43.0
1043;39.0;34.1764705882353;42.0;37.111111111111114;37.0;36.0;50;36.4;37.0;30.0;0.0;42.0;34.0;34.470588235294116;8;31.0;30.0;30.0;30.0;41;38.46666666666667;1;16;15;1;8;8;0;1;30.0;1;2;30.0;1;2;37.0;1;2;44.0;1;2;42.0;1;2;39.0;2;1;44.0;1;2;42.0;1;2;2;34.833333333333336
1044;38.2;40.11764705882353;41.0;39.833333333333336;38.0;34.0;41;38.411764705882355;36.0;38.0;41.0;35.0;42.0;36.794117647058826;8;30.5;34.0;42.0;41.0;39;40.4;1;17;15;2;8;8;0;1;31.5;2;2;46.0;1;2;39.0;1;2;42.0;1;2;41.0;1;2;41.0;1;1;41.0;1;2;42.0;1;2;2;36.785714285714285
1046;32.63333333333333;32.794117647058826;43.0;35.333333333333336;41.0;32.0;47;33.35294117647059;30.0;39.0;46.0;30.0;33.0;37.0;8;34.0;40.0;42.0;33.0;37;36.13333333333333;0;15;15;0;8;8;0;1;31.0;1;2;41.0;1;2;39.0;1;2;35.0;1;2;39.0;1;2;36.0;1;1;37.0;1;2;31.0;1;2;2;35.0
1047;33.9;37.85294117647059;43.0;39.333333333333336;33.0;35.0;48;33.64705882352941;30.0;39.0;44.0;37.0;31.0;37.529411764705884;8;34.0;31.0;44.0;36.0;45;42.4;0;15;15;0;8;8;0;1;32.0;1;2;42.0;1;2;45.0;1;2;43.0;1;2;42.0;1;2;42.0;1;1;47.0;1;2;46.0;1;2;4;45.07142857142857
1049;34.766666666666666;34.26470588235294;34.0;39.44444444444444;43.0;33.0;50;35.294117647058826;30.0;36.0;43.0;43.0;42.0;38.0;8;32.0;42.0;33.0;36.0;43;40.266666666666666;0;15;15;0;8;8;0;1;34.0;1;2;42.0;1;2;43.0;1;2;38.0;1;2;40.0;1;2;44.0;1;1;44.0;1;2;39.0;1;2;2;39.57142857142857
1050;34.63333333333333;33.029411764705884;32.0;37.5;36.0;43.0;48;34.411764705882355;31.0;37.0;43.0;32.0;39.0;38.0;8;36.0;33.0;36.0;36.0;45;40.733333333333334;0;15;15;0;8;8;0;1;39.0;1;2;43.0;1;2;36.0;1;2;42.0;1;2;42.0;1;2;39.0;1;1;41.0;1;2;43.0;1;2;2;37.964285714285715
1051;36.4;38.05882352941177;42.0;38.611111111111114;32.0;38.0;49;39.05882352941177;37.0;36.0;46.0;36.0;44.0;38.8235294117647;8;35.0;35.0;41.0;37.0;43;42.266666666666666;0;15;15;0;8;8;0;1;41.0;1;2;45.0;1;2;44.0;1;2;43.0;1;2;42.0;1;2;36.0;1;1;45.0;1;2;39.0;1;2;2;37.142857142857146
1056;39.06666666666667;37.529411764705884;48.0;40.888888888888886;40.0;34.0;49;39.11764705882353;30.0;36.0;48.0;41.0;47.0;39.294117647058826;8;36.0;30.0;38.0;39.0;45;40.46666666666667;1;17;15;2;8;7;1;1;27.5;2;2;43.0;1;2;40.0;1;2;43.0;1;2;42.0;1;2;42.0;1;1;45.0;1;2;42.0;1;2;3;43.642857142857146
1057;32.93333333333333;32.05882352941177;46.0;34.111111111111114;31.0;38.0;47;37.029411764705884;35.0;45.0;48.0;38.0;33.0;37.35294117647059;8;32.0;31.0;48.0;35.0;34;39.666666666666664;1;17;15;2;8;8;0;1;30.0;2;2;38.0;1;2;43.0;1;2;44.0;1;2;41.0;1;2;37.0;1;1;39.0;1;2;44.0;1;2;2;34.607142857142854
1059;37.6;37.411764705882355;38.0;41.77777777777778;39.0;32.5;0;35.8235294117647;30.0;31.0;41.0;41.0;35.0;38.1764705882353;8;37.0;37.0;31.0;39.0;36;40.6;0;15;15;0;8;8;0;1;41.0;1;2;41.0;1;2;39.0;1;2;44.0;1;2;39.0;1;2;39.0;1;1;41.0;1;2;40.0;1;2;3;44.142857142857146
1060;37.733333333333334;38.088235294117645;47.0;38.80555555555556;25.5;34.0;50;40.05882352941177;35.0;40.0;46.0;45.0;44.0;34.23529411764706;8;21.0;32.0;38.0;37.0;46;42.53333333333333;0;15;15;0;8;8;0;1;41.0;1;2;43.0;1;2;47.0;1;2;44.0;1;2;42.0;1;2;42.0;1;1;38.0;1;2;43.0;1;2;3;41.785714285714285
1061;36.266666666666666;37.529411764705884;47.0;39.0;33.0;40.0;50;38.588235294117645;33.0;40.0;50.0;34.0;45.0;36.794117647058826;8;28.5;36.0;33.0;36.0;41;41.8;1;17;15;2;8;8;0;1;45.0;1;2;34.0;2;2;43.0;1;2;48.0;1;2;39.0;1;2;43.0;1;1;43.0;1;2;40.0;1;2;2;39.57142857142857
1064;40.666666666666664;37.13333333333333;0.0;38.588235294117645;39.0;44.0;0;37.46153846153846;30.0;39.0;49.0;0.0;0.0;37.42857142857143;3;42.0;50.0;0.0;0.0;0;33.2;0;4;4;0;2;2;0;1;44.0;1;2;0.0;0;2;39.0;1;2;0.0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;30.0
1070;38.43333333333333;39.294117647058826;47.0;41.0;39.0;41.0;45;40.529411764705884;33.0;36.0;43.0;46.0;46.0;40.88235294117647;8;38.0;43.0;42.0;37.0;47;43.46666666666667;0;15;15;0;8;8;0;1;43.0;1;2;40.0;1;2;45.0;1;2;40.0;1;2;44.0;1;2;44.0;1;1;47.0;1;2;45.0;1;2;3;41.357142857142854
1073;37.666666666666664;36.05882352941177;31.0;36.0;30.0;31.0;43;36.76470588235294;30.0;41.0;38.0;41.0;46.0;36.8235294117647;8;34.0;31.0;38.0;34.0;39;39.4;1;17;15;2;8;8;0;1;34.5;2;2;46.0;1;2;43.0;1;2;40.0;1;2;40.0;1;2;40.0;1;1;37.0;1;2;35.0;1;2;2;38.0
1075;33.6;36.794117647058826;33.0;37.0;35.0;35.0;47;35.294117647058826;33.0;35.0;41.0;39.0;36.0;38.588235294117645;8;37.0;30.5;37.0;37.0;43;39.93333333333333;0;15;15;0;8;8;0;1;44.0;1;2;42.0;1;2;36.0;1;2;39.0;1;2;39.0;1;2;39.0;1;1;41.0;1;2;39.0;1;2;2;38.642857142857146
1081;34.03333333333333;32.26470588235294;33.0;39.111111111111114;30.0;40.0;42;35.8235294117647;34.0;35.0;30.0;38.0;40.0;34.0;8;30.0;30.0;33.0;39.0;31;37.733333333333334;1;17;15;2;8;7;1;1;29.0;2;2;43.0;1;2;39.0;1;2;40.0;1;2;36.0;1;2;40.0;1;1;31.0;1;2;45.0;1;2;2;37.92857142857143
1082;31.555555555555554;36.8235294117647;41.0;37.77777777777778;45.0;31.0;50;34.0;32.0;35.0;41.0;31.0;41.0;33.76470588235294;8;30.0;30.0;32.0;34.0;36;37.0;1;17;15;2;8;8;0;1;33.0;1;2;33.0;2;2;34.0;1;2;40.0;1;2;36.0;1;2;41.0;1;1;40.0;1;2;41.0;1;2;2;36.785714285714285
1087;30.955555555555556;30.5;0.0;31.029411764705884;24.5;31.0;0;29.877777777777776;30.0;27.0;0.0;40.0;32.0;35.23529411764706;8;25.0;33.0;36.0;34.0;43;36.06666666666667;0;15;15;0;8;8;0;1;30.0;1;2;32.0;1;2;35.0;1;2;34.0;1;2;42.0;1;2;45.0;1;1;35.0;1;2;40.0;1;2;2;30.916666666666668
1091;36.15555555555555;35.88235294117647;43.0;37.55555555555556;37.0;35.0;38;34.88235294117647;30.0;32.0;50.0;39.0;34.0;36.411764705882355;8;30.0;27.5;36.0;36.0;48;35.88888888888889;1;19;15;4;8;7;1;1;34.0;1;2;28.666666666666668;3;2;43.0;1;2;37.0;1;2;39.0;1;2;39.0;1;1;32.0;1;2;36.0;1;2;2;37.357142857142854
1093;32.2;33.37777777777778;0.0;30.941176470588236;31.0;34.0;0;31.676470588235293;30.0;25.0;40.0;31.0;33.0;35.1764705882353;8;31.0;33.0;35.0;37.0;32;32.666666666666664;0;8;8;0;4;4;0;1;0.0;0;2;42.0;1;2;38.0;1;2;37.0;1;2;30.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.77777777777778
1094;33.43333333333333;33.88235294117647;48.0;30.558823529411764;30.0;0.0;0;34.2;35.0;40.0;0.0;37.0;31.5;30.916666666666668;6;30.0;17.0;33.0;0.0;35;29.75;3;17;11;6;6;4;2;1;0.0;0;2;30.0;2;2;18.0;2;2;41.0;1;2;23.5;2;2;42.0;1;1;45.0;1;2;0.0;0;2;1;27.0
1097;30.066666666666666;32.0;43.0;34.638888888888886;19.5;41.0;43;31.51960784313726;11.0;39.0;41.0;38.0;46.0;36.583333333333336;6;35.0;37.0;0.0;0.0;37;35.75;0;7;7;0;4;4;0;1;0.0;0;2;38.0;1;2;40.0;1;2;43.0;1;2;0.0;0;2;44.0;1;1;0.0;0;2;0.0;0;2;1;18.181818181818183
1098;38.666666666666664;35.8235294117647;41.0;39.166666666666664;40.0;39.0;0;40.23529411764706;36.0;39.0;49.0;38.0;42.0;41.1764705882353;8;39.0;33.0;41.0;42.0;44;41.2;0;15;15;0;8;8;0;1;33.0;1;2;43.0;1;2;42.0;1;2;41.0;1;2;38.0;1;2;44.0;1;1;45.0;1;2;45.0;1;2;3;41.285714285714285
1100;34.766666666666666;35.411764705882355;40.0;39.166666666666664;36.0;30.0;49;42.588235294117645;37.0;42.0;44.0;46.0;48.0;38.64705882352941;8;36.0;31.0;33.0;41.0;46;42.0;0;15;15;0;8;8;0;1;37.0;1;2;44.0;1;2;41.0;1;2;42.0;1;2;41.0;1;2;42.0;1;1;46.0;1;2;43.0;1;2;3;41.714285714285715
1101;31.32222222222222;30.470588235294116;42.0;38.0;47.0;32.0;49;33.205882352941174;32.0;38.0;32.0;40.0;31.0;39.1764705882353;8;31.0;47.0;47.0;33.0;39;38.733333333333334;0;15;15;0;8;8;0;1;36.0;1;2;45.0;1;2;44.0;1;2;37.0;1;2;40.0;1;2;41.0;1;1;38.0;1;2;30.0;1;2;2;35.42857142857143
1104;34.333333333333336;35.26470588235294;49.0;36.111111111111114;31.0;33.0;46;33.588235294117645;30.0;34.0;43.0;33.0;33.0;37.05882352941177;8;35.0;32.0;41.0;36.0;45;35.8;1;17;15;2;8;7;1;1;18.0;2;2;42.0;1;2;33.0;1;2;34.0;1;2;40.0;1;2;41.0;1;1;41.0;1;2;40.0;1;2;3;42.07142857142857
1105;37.2;37.94117647058823;48.0;41.22222222222222;39.0;41.0;49;41.11764705882353;37.0;41.0;43.0;48.0;44.0;41.64705882352941;8;36.0;43.0;42.0;42.0;41;40.53333333333333;1;17;15;2;8;7;1;1;27.0;2;2;44.0;1;2;39.0;1;2;44.0;1;2;43.0;1;2;36.0;1;1;47.0;1;2;42.0;1;2;3;43.857142857142854
1106;33.55555555555556;31.676470588235293;44.0;41.111111111111114;48.0;46.0;48;39.411764705882355;31.0;47.0;44.0;40.0;39.0;39.35294117647059;8;34.0;44.0;36.0;41.0;45;43.266666666666666;0;15;15;0;8;8;0;1;44.0;1;2;33.0;1;2;48.0;1;2;45.0;1;2;43.0;1;2;45.0;1;1;46.0;1;2;43.0;1;2;3;40.607142857142854
1111;34.55555555555555;35.94117647058823;48.0;37.02777777777778;22.5;34.0;50;34.23529411764706;35.0;38.0;33.0;30.0;42.0;36.411764705882355;8;32.0;31.0;47.0;35.0;38;40.666666666666664;0;15;15;0;8;8;0;1;39.0;1;2;46.0;1;2;43.0;1;2;42.0;1;2;40.0;1;2;42.0;1;1;42.0;1;2;32.0;1;2;2;39.785714285714285
1115;37.166666666666664;36.0;44.0;38.888888888888886;36.0;40.0;50;39.294117647058826;38.0;41.0;36.0;47.0;39.0;38.470588235294116;8;30.0;33.0;40.0;39.0;44;42.2;1;17;15;2;8;8;0;1;33.0;2;2;43.0;1;2;41.0;1;2;49.0;1;2;41.0;1;2;43.0;1;1;46.0;1;2;42.0;1;2;3;44.92857142857143
1121;34.36666666666667;33.58888888888889;0.0;31.529411764705884;34.0;30.0;0;38.73529411764706;31.5;43.0;43.0;44.0;48.0;34.55882352941177;8;32.5;34.0;39.0;35.0;30;42.23076923076923;0;13;13;0;7;7;0;1;43.0;1;2;39.0;1;2;44.0;1;2;44.0;1;2;0.0;0;2;39.0;1;1;40.0;1;2;45.0;1;2;2;33.916666666666664
1122;32.86666666666667;39.94117647058823;44.0;38.166666666666664;35.0;48.0;50;40.8235294117647;38.0;34.0;49.0;47.0;36.0;40.94117647058823;8;32.0;39.0;45.0;41.0;45;41.733333333333334;0;15;15;0;8;8;0;1;40.0;1;2;46.0;1;2;40.0;1;2;42.0;1;2;42.0;1;2;44.0;1;1;39.0;1;2;42.0;1;2;3;43.357142857142854
1126;37.266666666666666;33.3235294117647;36.0;38.94444444444444;37.0;38.0;50;38.588235294117645;36.0;42.0;50.0;44.0;37.0;40.705882352941174;8;34.0;36.0;47.0;42.0;42;42.2;0;15;15;0;8;8;0;1;39.0;1;2;42.0;1;2;39.0;1;2;44.0;1;2;43.0;1;2;43.0;1;1;45.0;1;2;43.0;1;2;3;43.07142857142857
1127;37.6;37.38235294117647;44.0;39.0;40.0;41.0;40;42.76470588235294;37.0;38.0;48.0;48.0;42.0;40.8235294117647;8;30.0;43.0;43.0;43.0;47;41.6;0;15;15;0;8;8;0;1;30.0;1;2;46.0;1;2;43.0;1;2;48.0;1;2;41.0;1;2;42.0;1;1;45.0;1;2;38.0;1;2;3;40.57142857142857
1131;33.333333333333336;37.470588235294116;45.0;39.0;35.0;30.0;50;35.705882352941174;31.0;33.0;40.0;35.0;48.0;39.76470588235294;8;38.0;38.0;41.0;38.0;46;42.4;0;15;15;0;8;8;0;1;39.0;1;2;45.0;1;2;41.0;1;2;44.0;1;2;46.0;1;2;44.0;1;1;43.0;1;2;38.0;1;2;3;44.5
1132;34.6;35.294117647058826;38.0;38.44444444444444;39.0;42.0;44;38.1764705882353;32.0;40.0;35.0;39.0;39.0;35.794117647058826;8;23.5;32.0;33.0;36.0;43;43.13333333333333;0;15;15;0;8;8;0;1;44.0;1;2;45.0;1;2;45.0;1;2;39.0;1;2;43.0;1;2;43.0;1;1;43.0;1;2;43.0;1;2;2;37.392857142857146
1134;35.733333333333334;36.588235294117645;49.0;38.94444444444444;30.0;37.0;50;40.14705882352941;37.5;34.0;50.0;45.0;37.0;41.35294117647059;8;41.0;46.0;38.0;39.0;45;43.8;0;15;15;0;8;8;0;1;46.0;1;2;44.0;1;2;43.0;1;2;48.0;1;2;41.0;1;2;43.0;1;1;41.0;1;2;44.0;1;2;3;43.07142857142857
1136;31.233333333333334;34.1764705882353;44.0;37.833333333333336;38.0;30.5;42;35.3;32.5;33.0;0.0;37.0;45.0;33.94117647058823;8;30.0;30.0;33.0;37.0;30;38.4;1;17;15;2;8;7;1;1;25.5;2;2;37.0;1;2;44.0;1;2;45.0;1;2;42.0;1;2;41.0;1;1;44.0;1;2;30.0;1;2;2;35.708333333333336
1137;30.9;33.588235294117645;44.0;26.678571428571427;9.5;0.0;0;35.72727272727273;0.0;32.0;45.0;40.0;39.0;31.555555555555557;4;30.0;32.0;0.0;0.0;0;17.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;34.0;1;1;0.0;0;2;0.0;0;2;1;0.0
1138;36.46666666666667;42.23529411764706;49.0;35.0;35.0;36.0;0;34.294117647058826;33.0;38.0;46.0;30.0;34.0;36.64705882352941;8;37.0;30.0;47.0;30.0;42;35.666666666666664;2;19;15;4;8;8;0;1;30.5;2;2;37.0;1;2;38.0;1;2;43.0;1;2;31.5;2;2;39.0;1;1;33.0;1;2;35.0;1;2;2;34.0
1139;33.1;37.26470588235294;47.0;41.333333333333336;40.0;36.0;41;36.11764705882353;30.0;32.0;47.0;39.0;41.0;38.94117647058823;8;38.0;35.0;46.0;34.0;36;40.4;0;15;15;0;8;8;0;1;37.0;1;2;50.0;1;2;38.0;1;2;41.0;1;2;34.0;1;2;42.0;1;1;44.0;1;2;38.0;1;2;2;38.57142857142857
1141;34.36666666666667;33.1764705882353;41.0;39.72222222222222;34.0;33.0;48;34.88235294117647;30.0;30.0;48.0;39.0;32.0;40.294117647058826;8;35.0;38.0;36.0;41.0;45;40.93333333333333;0;15;15;0;8;8;0;1;30.0;1;2;42.0;1;2;44.0;1;2;41.0;1;2;40.0;1;2;46.0;1;1;44.0;1;2;43.0;1;2;2;38.5
1145;32.15555555555555;31.558823529411764;44.0;38.833333333333336;36.0;30.0;45;34.8235294117647;35.0;36.0;35.0;42.0;33.0;37.411764705882355;8;31.0;36.0;48.0;41.0;41;39.86666666666667;0;15;15;0;8;8;0;1;38.0;1;2;30.0;1;2;43.0;1;2;44.0;1;2;41.0;1;2;46.0;1;1;48.0;1;2;32.0;1;2;2;39.642857142857146
1147;31.744444444444447;32.64705882352941;45.0;40.44444444444444;44.0;36.0;45;37.05882352941177;36.0;37.0;43.0;31.0;37.0;36.588235294117645;8;31.0;38.0;47.0;36.0;36;39.53333333333333;0;15;15;0;8;8;0;1;33.0;1;2;40.0;1;2;38.0;1;2;46.0;1;2;40.0;1;2;43.0;1;1;43.0;1;2;35.0;1;2;2;37.642857142857146
1148;33.9;35.88235294117647;42.0;39.22222222222222;32.0;43.0;49;34.76470588235294;34.0;34.0;37.0;36.0;46.0;40.529411764705884;8;35.0;35.0;48.0;35.0;47;40.2;0;15;15;0;8;8;0;1;39.0;1;2;44.0;1;2;33.0;1;2;43.0;1;2;40.0;1;2;43.0;1;1;43.0;1;2;38.0;1;2;3;42.285714285714285
1151;33.3;34.529411764705884;43.0;36.77777777777778;34.0;32.0;44;35.23529411764706;30.0;30.0;41.0;38.0;44.0;37.294117647058826;8;35.0;38.0;41.0;35.0;39;39.333333333333336;0;15;15;0;8;8;0;1;34.0;1;2;42.0;1;2;43.0;1;2;40.0;1;2;38.0;1;2;44.0;1;1;44.0;1;2;32.0;1;2;2;36.714285714285715
1152;31.866666666666667;35.61764705882353;36.0;39.19444444444444;47.0;43.0;0;32.11764705882353;30.0;24.5;47.0;35.0;31.0;37.705882352941174;8;30.0;50.0;41.0;33.0;40;37.2;0;15;15;0;8;8;0;1;32.0;1;2;37.0;1;2;39.0;1;2;33.0;1;2;40.0;1;2;40.0;1;1;36.0;1;2;42.0;1;2;2;33.42857142857143
1153;30.799999999999997;34.14705882352941;38.0;30.75;36.0;28.5;32;36.588235294117645;28.0;42.0;41.0;34.0;41.0;36.205882352941174;8;29.5;33.0;39.0;36.0;40;36.6;0;15;15;0;8;8;0;1;30.0;1;2;45.0;1;2;43.0;1;2;39.0;1;2;33.0;1;2;35.0;1;1;30.0;1;2;37.0;1;2;2;34.964285714285715
1154;33.3;32.05882352941177;39.0;33.94444444444444;34.0;30.0;45;34.911764705882355;29.5;35.0;45.0;34.0;33.0;36.64705882352941;8;36.0;30.0;39.0;35.0;36;38.6;0;15;15;0;8;8;0;1;35.0;1;2;42.0;1;2;44.0;1;2;43.0;1;2;39.0;1;2;39.0;1;1;30.0;1;2;37.0;1;2;2;34.5
1155;41.86666666666667;39.05882352941177;45.0;37.05555555555556;30.0;35.0;50;39.88235294117647;41.0;40.0;50.0;38.0;41.0;37.44117647058823;8;25.5;43.0;44.0;35.0;42;38.8;0;15;15;0;8;8;0;1;34.0;1;2;40.0;1;2;44.0;1;2;35.0;1;2;39.0;1;2;44.0;1;1;34.0;1;2;43.0;1;2;2;39.07142857142857
1156;35.93333333333333;36.35294117647059;33.0;34.138888888888886;34.0;30.0;40;34.411764705882355;40.0;30.0;42.0;41.0;34.0;36.11764705882353;8;30.0;36.0;41.0;32.0;39;39.0;1;17;15;2;8;7;1;1;37.0;1;2;35.0;1;2;46.0;1;2;48.0;1;2;35.0;1;2;45.0;1;1;40.0;1;2;29.0;2;2;2;37.42857142857143
1157;32.9;35.05882352941177;43.0;39.666666666666664;36.0;39.0;49;33.294117647058826;34.0;31.0;34.0;34.0;36.0;34.55882352941177;8;20.5;30.0;48.0;40.0;34;38.06666666666667;1;17;15;2;8;8;0;1;30.5;2;2;31.0;1;2;39.0;1;2;44.0;1;2;40.0;1;2;44.0;1;1;39.0;1;2;40.0;1;2;3;42.0
1158;31.833333333333332;31.38235294117647;50.0;37.5;41.0;0.0;0;37.470588235294116;31.0;37.0;45.0;42.0;50.0;37.23529411764706;8;34.0;32.0;37.0;36.0;36;39.23076923076923;0;13;13;0;7;7;0;1;30.0;1;2;40.0;1;2;41.0;1;2;41.0;1;2;0.0;0;2;42.0;1;1;44.0;1;2;38.0;1;2;2;39.642857142857146
