NUMERO;PROMEDIO_DOS;NOTA_EE_CUATRO;PROMEDIO_CINCO;NOTA_LENGUA_UNO;PROMEDIO_SEIS;NOTA_IECONOMICA;PROMEDIO_SIETE;NAA_SIETE;NOTA_GRAFOS;NOTA_CALIDAD_UNO;NOTA_ERGONOMIA;NOTA_EI_CINCO;PROMEDIO_OCHO;CAR_OCHO;NCC_OCHO;NCA_OCHO;NCP_OCHO;NAC_OCHO;NAA_OCHO;NAP_OCHO;EPA_OCHO;NOTA_LOG_UNO;VECES_LOG_UNO;CREDITOS_LOG_UNO;NOTA_GOPERACIONES;VECES_GOPERACIONES;CREDITOS_GOPERACIONES;NOTA_CALIDAD_DOS;VECES_CALIDAD_DOS;CREDITOS_CALIDAD_DOS;NOTA_GAMBIENTAL;VECES_GAMBIENTAL;CREDITOS_GAMBIENTAL;NOTA_LENGUA_DOS;VECES_LENGUA_DOS;CREDITOS_LENGUA_DOS;NOTA_CONTEXTO;VECES_CONTEXTO;CREDITOS_CONTEXTO;NOTA_EI_SEIS;VECES_EI_SEIS;CREDITOS_EI_SEIS;NOTA_EI_SIETE;VECES_EI_SIETE;CREDITOS_EI_SIETE;RENDIMIENTO_NUEVE;PROMEDIO_NUEVE
1628;41.411764705882355;50;39.6;0.0;42.64705882352941;47.0;45.666666666666664;8;46.0;42.0;42.0;50.0;36.18181818181818;0;10;10;0;5;5;0;1;39.0;1;2;31.0;1;3;43.0;1;2;0;0;2;0.0;0;2;41.0;1;1;50.0;1;2;0.0;0;2;3;42.266666666666666
1629;36.35294117647059;0;38.13333333333333;0.0;32.5;41.0;33.9;5;34.0;35.0;41.0;0.0;27.857142857142858;1;8;6;2;3;2;1;2;29.5;2;2;32.0;1;3;0.0;0;2;0;0;2;0.0;0;2;40.0;1;1;0.0;0;2;0.0;0;2;2;36.75
1631;40.1764705882353;0;42.529411764705884;47.0;41.705882352941174;45.0;44.86666666666667;8;48.0;45.0;43.0;47.0;36.61538461538461;0;12;12;0;6;6;0;1;37.0;1;2;32.0;1;3;43.0;1;2;0;0;2;47.0;1;2;44.0;1;1;41.0;1;2;0.0;0;2;2;38.36363636363637
1632;33.06666666666667;0;35.76470588235294;40.0;33.875;34.0;39.4;5;45.0;41.0;45.0;0.0;34.77272727272727;1;13;10;3;5;5;0;1;31.0;1;2;34.5;2;3;46.0;1;2;0;0;2;45.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;34.5
1638;38.266666666666666;0;40.714285714285715;41.0;36.411764705882355;26.5;42.76923076923077;7;0.0;44.0;42.0;45.0;36.833333333333336;0;5;5;0;3;3;0;1;0.0;0;2;0.0;0;3;44.0;1;2;0;0;2;44.0;1;2;45.0;1;1;0.0;0;2;0.0;0;2;2;36.5
1639;36.43333333333333;0;34.03125;46.0;31.125;35.0;35.2;5;0.0;39.0;40.0;0.0;34.166666666666664;0;5;5;0;3;3;0;1;0.0;0;2;0.0;0;3;43.0;1;2;0;0;2;42.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;3;40.0
1641;30.4;0;29.545454545454547;37.0;33.0;26.0;36.666666666666664;5;0.0;37.0;0.0;45.0;31.166666666666668;0;5;5;0;3;3;0;1;0.0;0;2;0.0;0;3;30.0;1;2;0;0;2;39.0;1;2;49.0;1;1;0.0;0;2;0.0;0;2;1;29.75
1644;41.8235294117647;34;35.13333333333333;0.0;34.2;32.0;35.5;4;41.0;38.0;0.0;0.0;31.0;0;8;8;0;4;4;0;1;31.0;1;2;30.0;1;3;42.0;1;2;0;0;2;0.0;0;2;43.0;1;1;0.0;0;2;0.0;0;2;2;35.7
1646;35.63333333333333;0;28.964285714285715;0.0;26.03125;30.0;30.857142857142858;3;34.0;37.0;37.0;0.0;29.6;1;6;4;2;2;2;0;2;36.0;2;2;0.0;0;3;38.0;1;2;0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;0.0
1649;37.76470588235294;0;34.1764705882353;42.0;34.416666666666664;31.5;36.0;3;0.0;40.0;41.0;0.0;35.0;0;5;5;0;3;3;0;1;0.0;0;2;0.0;0;3;44.0;1;2;0;0;2;38.0;1;2;46.0;1;1;0.0;0;2;0.0;0;2;1;0.0
1650;39.94117647058823;0;38.1764705882353;42.0;34.3125;35.0;40.0;6;45.0;43.0;39.0;0.0;35.95454545454545;1;13;10;3;5;5;0;1;35.0;1;2;34.5;2;3;47.0;1;2;0;0;2;40.0;1;2;48.0;1;1;0.0;0;2;0.0;0;2;2;37.5
1653;37.6764705882353;49;39.94117647058823;47.0;36.23529411764706;35.0;40.5;6;45.0;45.0;39.0;0.0;36.22222222222222;0;8;8;0;4;4;0;1;37.0;1;2;36.0;1;3;0.0;0;2;0;0;2;48.0;1;2;48.0;1;1;0.0;0;2;0.0;0;2;2;39.5
1657;36.6764705882353;0;35.76470588235294;37.0;30.933333333333334;26.5;36.1;5;42.0;34.0;40.0;0.0;29.6;0;4;4;0;2;2;0;2;31.0;1;2;0.0;0;3;43.0;1;2;0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;26.4
1658;36.61764705882353;0;37.64705882352941;43.0;36.0;43.0;34.875;4;0.0;40.0;41.0;0.0;26.0;0;3;3;0;2;2;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;37.0;1;2;30.0;1;1;0.0;0;2;0.0;0;2;2;36.333333333333336
1659;35.970588235294116;0;33.4375;36.0;30.714285714285715;30.5;34.57142857142857;3;0.0;40.0;42.0;0.0;30.75;0;3;3;0;2;2;0;1;0.0;0;2;0.0;0;3;44.0;1;2;0;0;2;0.0;0;2;35.0;1;1;0.0;0;2;0.0;0;2;1;24.0
1661;35.11764705882353;0;31.0625;35.0;31.625;41.0;31.666666666666668;3;0.0;0.0;38.0;0.0;23.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;46.0;1;1;0.0;0;2;0.0;0;2;2;33.75
1663;35.26470588235294;0;38.5;41.0;37.266666666666666;34.0;38.0;5;47.0;39.0;41.0;0.0;33.81818181818182;0;10;10;0;5;5;0;1;36.0;1;2;30.0;1;3;41.0;1;2;0;0;2;43.0;1;2;42.0;1;1;0.0;0;2;0.0;0;2;1;29.428571428571427
1665;33.2;0;36.5;44.0;33.06666666666667;40.0;35.111111111111114;4;39.0;40.0;39.0;0.0;35.6;0;9;9;0;4;4;0;1;39.0;1;2;38.0;1;3;40.0;1;2;0;0;2;42.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;1;25.333333333333332
1666;30.266666666666666;0;32.964285714285715;47.0;13.875;18.0;18.0;1;0.0;0.0;0.0;0.0;26.5;0;3;3;0;2;2;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;36.0;1;2;34.0;1;1;0.0;0;2;0.0;0;2;2;32.0
1667;34.705882352941174;0;37.470588235294116;42.0;31.333333333333332;33.0;32.0;3;35.0;35.0;0.0;0.0;32.45454545454545;0;10;10;0;5;5;0;1;31.0;1;2;35.0;1;3;35.0;1;2;0;0;2;36.0;1;2;48.0;1;1;0.0;0;2;0.0;0;2;3;44.0
1668;33.266666666666666;0;36.588235294117645;36.0;36.294117647058826;33.0;38.3;5;0.0;43.0;41.0;0.0;34.0;0;3;3;0;2;2;0;1;0.0;0;2;0.0;0;3;44.0;1;2;0;0;2;0.0;0;2;48.0;1;1;0.0;0;2;0.0;0;2;1;0.0
1670;14.3;0;46.333333333333336;43.0;43.0;0.0;45.0;2;0.0;0.0;0.0;45.0;28.5;0;3;3;0;2;1;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;14.0;1;1;50.0;1;2;0.0;0;2;1;0.0
1671;36.76470588235294;46;39.1764705882353;46.0;38.5;39.0;41.92307692307692;7;47.0;40.0;41.0;40.0;35.90909090909091;0;10;10;0;5;5;0;1;33.0;1;2;30.0;1;3;0.0;0;2;0;0;2;46.0;1;2;47.0;1;1;50.0;1;2;0.0;0;2;3;40.1
1672;37.03333333333333;0;34.57142857142857;37.0;34.0;38.0;38.6;5;45.0;41.0;44.0;0.0;30.09090909090909;0;10;10;0;5;3;2;1;27.0;1;2;24.0;1;3;35.0;1;2;0;0;2;45.0;1;2;45.0;1;1;0.0;0;2;0.0;0;2;1;0.0
1676;43.35294117647059;45;38.0;16.0;38.57142857142857;46.0;37.5;5;43.0;0.0;41.0;0.0;35.8;0;4;4;0;2;2;0;1;0.0;0;2;45.0;1;3;0.0;0;2;0;0;2;0.0;0;2;44.0;1;1;0.0;0;2;0.0;0;2;3;44.0
1677;36.705882352941174;0;34.06666666666667;0.0;37.11764705882353;35.0;43.92307692307692;7;48.0;43.0;40.0;50.0;30.0;0;8;8;0;4;3;1;1;35.0;1;2;26.0;1;3;40.0;1;2;0;0;2;0.0;0;2;42.0;1;1;0.0;0;2;0.0;0;2;2;36.5
1678;40.411764705882355;0;42.05882352941177;47.0;38.705882352941174;33.0;45.46666666666667;8;42.0;46.0;44.0;50.0;35.46153846153846;0;12;12;0;6;5;1;1;21.0;1;2;30.0;1;3;45.0;1;2;0;0;2;46.0;1;2;47.0;1;1;50.0;1;2;0.0;0;2;3;44.111111111111114
1679;35.166666666666664;0;34.607142857142854;0.0;34.785714285714285;44.0;36.0;5;45.0;33.0;41.0;0.0;35.833333333333336;0;5;5;0;3;3;0;1;0.0;0;2;0.0;0;3;42.0;1;2;0;0;2;45.0;1;2;41.0;1;1;0.0;0;2;0.0;0;2;2;38.333333333333336
1681;40.8235294117647;0;38.666666666666664;0.0;35.8235294117647;39.0;38.3;5;42.0;42.0;43.0;0.0;31.428571428571427;0;6;6;0;3;3;0;1;44.0;1;2;30.0;1;3;0.0;0;2;0;0;2;0.0;0;2;42.0;1;1;0.0;0;2;0.0;0;2;2;38.833333333333336
1682;37.1764705882353;0;37.64705882352941;48.0;40.05882352941177;38.0;44.07692307692308;7;47.0;48.0;41.0;42.0;34.1;0;9;9;0;4;4;0;1;32.0;1;2;31.0;1;3;46.0;1;2;0;0;2;46.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;3;40.666666666666664
1683;36.588235294117645;0;35.43333333333333;0.0;37.88235294117647;39.0;39.0;7;42.0;39.0;41.0;38.0;33.0;0;8;8;0;4;3;1;1;42.0;1;2;25.0;1;3;46.0;1;2;0;0;2;0.0;0;2;46.0;1;1;0.0;0;2;0.0;0;2;1;0.0
1684;42.8235294117647;50;40.411764705882355;36.0;39.411764705882355;50.0;43.0;7;46.0;46.0;44.0;30.0;28.333333333333332;0;12;12;0;6;4;2;2;34.0;1;2;4.0;1;3;46.0;1;2;0;0;2;0.0;0;2;48.0;1;1;46.0;1;2;14.0;1;2;3;40.666666666666664
1686;35.970588235294116;0;37.35294117647059;43.0;34.0;33.0;36.22222222222222;4;42.0;39.0;37.0;0.0;32.72727272727273;0;10;10;0;5;4;1;1;31.0;1;2;26.0;1;3;45.0;1;2;0;0;2;41.0;1;2;48.0;1;1;0.0;0;2;0.0;0;2;1;20.666666666666668
1689;39.411764705882355;0;36.38235294117647;38.0;37.69230769230769;38.0;41.72727272727273;6;40.0;0.0;45.0;37.0;25.75;1;9;7;2;3;1;2;2;26.0;2;2;26.0;1;3;0.0;0;2;0;0;2;0.0;0;2;0.0;0;1;38.0;1;2;0.0;0;2;3;43.0
1690;38.470588235294116;0;35.2;0.0;33.27777777777778;48.0;34.0;3;0.0;43.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;0.0
1697;45.294117647058826;50;41.588235294117645;49.0;38.875;37.0;38.916666666666664;6;40.0;41.0;45.0;0.0;36.63636363636363;1;12;10;2;5;5;0;1;30.0;2;2;44.0;1;3;43.0;1;2;0;0;2;44.0;1;2;37.0;1;1;0.0;0;2;0.0;0;2;3;40.25
1698;38.14705882352941;0;40.0;46.0;26.821428571428573;30.0;45.333333333333336;5;0.0;43.0;0.0;48.0;37.6;0;4;4;0;2;2;0;1;0.0;0;2;0.0;0;3;47.0;1;2;0;0;2;47.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;3;41.333333333333336
1700;34.23529411764706;0;35.705882352941174;39.0;29.71875;27.5;35.77777777777778;4;40.0;40.0;0.0;0.0;27.5;0;5;5;0;2;1;1;2;0.0;0;2;25.0;1;3;0.0;0;2;0;0;2;45.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;1;0.0
1702;40.705882352941174;0;41.11764705882353;50.0;37.76470588235294;34.0;43.15384615384615;7;42.0;40.0;41.0;45.0;39.15384615384615;0;12;12;0;6;6;0;1;33.0;1;2;35.0;1;3;45.0;1;2;0;0;2;50.0;1;2;48.0;1;1;50.0;1;2;0.0;0;2;2;39.4
1704;41.06666666666667;0;36.733333333333334;0.0;38.529411764705884;34.0;41.0;8;38.0;43.0;43.0;33.0;30.681818181818183;2;15;10;5;5;3;2;1;29.5;2;2;23.5;2;3;43.0;1;2;0;0;2;41.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;1;0.0
1705;37.76470588235294;0;39.76470588235294;47.0;37.38235294117647;32.0;40.69230769230769;7;42.0;42.0;41.0;37.0;32.55555555555556;0;8;8;0;4;3;1;1;39.0;1;2;26.0;1;3;46.0;1;2;0;0;2;0.0;0;2;45.0;1;1;0.0;0;2;0.0;0;2;2;34.5
1707;40.64705882352941;0;40.411764705882355;50.0;36.8235294117647;30.0;44.92307692307692;7;42.0;45.0;41.0;45.0;37.23076923076923;0;12;12;0;6;5;1;1;27.0;1;2;35.0;1;3;45.0;1;2;0;0;2;44.0;1;2;47.0;1;1;50.0;1;2;0.0;0;2;4;46.666666666666664
1708;42.76470588235294;0;41.88235294117647;47.0;39.333333333333336;35.0;44.53846153846154;7;46.0;47.0;43.0;44.0;34.111111111111114;0;8;8;0;4;4;0;1;41.0;1;2;33.0;1;3;0.0;0;2;0;0;2;39.0;1;2;48.0;1;1;0.0;0;2;0.0;0;2;2;34.5
1710;40.411764705882355;41;41.411764705882355;46.0;35.03125;39.0;37.5;5;44.0;38.0;41.0;0.0;30.555555555555557;0;8;8;0;4;3;1;1;34.0;1;2;25.0;1;3;0.0;0;2;0;0;2;42.0;1;2;48.0;1;1;0.0;0;2;0.0;0;2;1;0.0
1713;34.13333333333333;0;38.588235294117645;48.0;33.411764705882355;30.0;39.0;5;45.0;45.0;43.0;0.0;34.166666666666664;0;5;5;0;3;3;0;1;35.0;1;2;0.0;0;3;0.0;0;2;0;0;2;44.0;1;2;47.0;1;1;0.0;0;2;0.0;0;2;2;39.0
1714;37.0;0;34.3125;41.0;27.625;29.5;35.142857142857146;3;43.0;38.0;0.0;0.0;32.6;0;9;9;0;4;4;0;1;34.0;1;2;32.0;1;3;47.0;1;2;0;0;2;34.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;37.25
1715;36.35294117647059;46;38.8;0.0;37.23529411764706;48.0;39.54545454545455;6;0.0;44.0;40.0;35.0;18.5;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;37.0;1;1;0.0;0;2;0.0;0;2;3;43.5
1716;35.8235294117647;0;35.2;0.0;35.88235294117647;37.0;35.333333333333336;5;39.0;42.0;38.0;20.0;37.5;0;7;7;0;3;3;0;1;44.0;1;2;42.0;1;3;43.0;1;2;0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;0.0
1719;36.088235294117645;0;36.8;0.0;37.23529411764706;32.0;40.857142857142854;7;47.0;43.0;41.0;0.0;32.44444444444444;0;8;8;0;4;4;0;1;36.0;1;2;30.0;1;3;46.0;1;2;0;0;2;0.0;0;2;38.0;1;1;0.0;0;2;0.0;0;2;1;0.0
1720;35.411764705882355;0;40.8;0.0;38.0;33.0;40.0;7;42.0;42.0;42.0;35.0;35.42857142857143;0;6;6;0;3;3;0;1;39.0;1;2;41.0;1;3;0.0;0;2;0;0;2;0.0;0;2;47.0;1;1;0.0;0;2;0.0;0;2;3;42.5
1722;37.8235294117647;0;39.05882352941177;45.0;36.13333333333333;36.0;38.6;5;40.0;42.0;45.0;0.0;34.5;0;5;5;0;2;2;0;1;0.0;0;2;39.0;1;3;0.0;0;2;0;0;2;45.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;3;44.0
1725;37.46666666666667;0;37.94117647058823;40.0;36.588235294117645;35.0;38.333333333333336;6;45.0;43.0;38.0;0.0;38.7;0;9;9;0;4;4;0;1;47.0;1;2;43.0;1;3;43.0;1;2;0;0;2;39.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;1;0.0
1727;35.88235294117647;0;37.0;50.0;36.3125;42.0;38.166666666666664;6;42.0;43.0;42.0;0.0;35.54545454545455;0;10;10;0;5;5;0;1;33.0;1;2;33.0;1;3;40.0;1;2;0;0;2;50.0;1;2;46.0;1;1;0.0;0;2;0.0;0;2;3;42.0
1730;39.88235294117647;0;41.23529411764706;50.0;35.470588235294116;30.0;41.53846153846154;7;42.0;42.0;39.0;41.0;40.92307692307692;0;12;12;0;6;6;0;1;43.0;1;2;42.0;1;3;47.0;1;2;0;0;2;44.0;1;2;42.0;1;1;48.0;1;2;0.0;0;2;2;38.0
1731;34.64705882352941;0;33.8235294117647;38.0;32.15625;30.0;35.4;5;0.0;35.0;43.0;0.0;30.666666666666668;0;2;2;0;1;1;0;1;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;46.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;1;0.0
1733;38.76470588235294;48;42.05882352941177;50.0;39.8235294117647;47.0;43.76923076923077;7;44.0;44.0;41.0;48.0;40.81818181818182;0;10;10;0;5;5;0;1;46.0;1;2;42.0;1;3;47.0;1;2;0;0;2;50.0;1;2;37.0;1;1;0.0;0;2;0.0;0;2;3;41.5
1734;31.533333333333335;0;35.8235294117647;43.0;31.77777777777778;30.0;34.166666666666664;3;0.0;40.0;0.0;0.0;32.0;0;3;3;0;2;2;0;1;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;41.0;1;2;46.0;1;1;0.0;0;2;0.0;0;2;3;40.0
1738;35.333333333333336;0;31.5;47.0;31.03125;43.0;35.25;4;44.0;38.0;0.0;0.0;25.875;0;7;7;0;3;2;1;2;32.0;1;2;25.0;1;3;0.0;0;2;0;0;2;34.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;1;19.333333333333332
1740;37.705882352941174;0;35.05882352941177;39.5;35.25;33.0;36.416666666666664;6;40.0;45.0;0.0;0.0;33.333333333333336;0;8;8;0;4;4;0;1;32.0;1;2;32.0;1;3;46.0;1;2;0;0;2;0.0;0;2;48.0;1;1;0.0;0;2;0.0;0;2;2;36.5
1742;39.05882352941177;42;39.705882352941174;48.0;41.13333333333333;50.0;37.9;5;39.0;46.0;0.0;0.0;36.54545454545455;0;10;10;0;5;5;0;1;39.0;1;2;30.0;1;3;47.0;1;2;0;0;2;47.0;1;2;46.0;1;1;0.0;0;2;0.0;0;2;2;33.55555555555556
1744;33.9;0;37.029411764705884;46.0;37.9;35.0;35.0;4;38.0;41.0;0.0;0.0;34.875;0;7;7;0;4;4;0;1;32.0;1;2;0.0;0;3;47.0;1;2;0;0;2;37.0;1;2;47.0;1;1;0.0;0;2;0.0;0;2;2;37.125
1745;36.529411764705884;0;36.35294117647059;48.0;33.2;48.0;34.7;5;36.0;39.0;36.0;0.0;32.888888888888886;0;8;8;0;4;4;0;1;35.0;1;2;30.0;1;3;0.0;0;2;0;0;2;45.0;1;2;46.0;1;1;0.0;0;2;0.0;0;2;2;34.285714285714285
1747;42.588235294117645;0;36.970588235294116;38.0;37.93333333333333;40.0;36.375;4;43.0;38.0;0.0;0.0;23.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;46.0;1;1;0.0;0;2;0.0;0;2;3;41.333333333333336
1748;36.96666666666667;0;37.733333333333334;0.0;36.607142857142854;36.0;43.45454545454545;6;0.0;42.0;43.0;47.0;21.5;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;43.0;1;1;0.0;0;2;0.0;0;2;3;42.5
1749;35.53333333333333;0;29.9;0.0;34.4;31.0;27.75;2;0.0;36.0;0.0;0.0;20.5;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;41.0;1;1;0.0;0;2;0.0;0;2;1;0.0
1752;36.0;0;27.642857142857142;0.0;36.4;42.0;0.0;0;0.0;0.0;0.0;0.0;24.25;0;3;3;0;2;2;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;30.0;1;2;37.0;1;1;0.0;0;2;0.0;0;2;1;0.0
1759;38.294117647058826;0;39.05882352941177;45.0;38.8235294117647;44.0;38.6;5;46.0;43.0;39.0;0.0;31.61111111111111;1;11;8;3;4;3;1;1;33.0;1;2;28.5;2;3;45.0;1;2;0;0;2;0.0;0;2;43.0;1;1;0.0;0;2;0.0;0;2;2;32.666666666666664
1762;34.96666666666667;0;36.266666666666666;0.0;31.166666666666668;36.0;32.75;2;0.0;0.0;0.0;0.0;23.5;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;47.0;1;1;0.0;0;2;0.0;0;2;2;38.0
1763;39.05882352941177;0;37.1764705882353;36.0;34.7;35.0;31.6;2;0.0;41.0;0.0;0.0;28.75;0;3;3;0;2;2;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;35.0;1;2;45.0;1;1;0.0;0;2;0.0;0;2;1;26.666666666666668
1764;31.266666666666666;0;37.26470588235294;43.0;29.375;35.0;35.125;4;40.0;41.0;0.0;0.0;28.166666666666668;0;5;5;0;3;3;0;2;31.0;1;2;0.0;0;3;0.0;0;2;0;0;2;35.0;1;2;37.0;1;1;0.0;0;2;0.0;0;2;3;44.0
1766;33.333333333333336;0;34.4;0.0;37.625;36.0;35.0;3;0.0;42.0;0.0;0.0;23.5;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;47.0;1;1;0.0;0;2;0.0;0;2;3;40.5
1770;33.11764705882353;0;35.05882352941177;41.0;32.6875;30.0;35.75;4;42.0;39.0;0.0;0.0;33.333333333333336;0;5;5;0;3;3;0;1;36.0;1;2;0.0;0;3;0.0;0;2;0;0;2;42.0;1;2;44.0;1;1;0.0;0;2;0.0;0;2;1;0.0
1771;37.8;0;34.94117647058823;43.0;37.705882352941174;34.0;37.083333333333336;6;43.0;40.0;38.0;0.0;34.36363636363637;0;10;10;0;5;5;0;1;35.0;1;2;31.0;1;3;45.0;1;2;0;0;2;42.0;1;2;41.0;1;1;0.0;0;2;0.0;0;2;1;27.333333333333332
1774;34.766666666666666;0;30.428571428571427;0.0;26.928571428571427;31.0;30.4;2;0.0;36.0;0.0;0.0;29.333333333333332;0;2;2;0;1;1;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;44.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;1;0.0
1776;40.23529411764706;48;34.970588235294116;45.0;34.166666666666664;33.0;37.1;5;41.0;42.0;39.0;0.0;32.666666666666664;0;5;5;0;3;3;0;1;34.0;1;2;0.0;0;3;0.0;0;2;0;0;2;41.0;1;2;46.0;1;1;0.0;0;2;0.0;0;2;2;31.75
1777;38.26470588235294;0;33.857142857142854;0.0;33.294117647058826;27.0;36.75;4;0.0;43.0;41.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;0.0
1778;37.13333333333333;0;35.2;36.0;20.0;0.0;21.5;1;0.0;0.0;0.0;0.0;31.75;0;3;3;0;2;2;0;1;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;40.0;1;2;47.0;1;1;0.0;0;2;0.0;0;2;1;0.0
1780;32.03333333333333;0;37.23529411764706;42.0;33.25;30.0;29.125;3;0.0;37.0;39.0;0.0;33.5;0;5;5;0;3;3;0;1;0.0;0;2;0.0;0;3;42.0;1;2;0;0;2;35.0;1;2;47.0;1;1;0.0;0;2;0.0;0;2;3;42.5
1781;36.8235294117647;45;40.470588235294116;45.0;36.411764705882355;30.0;40.0;6;45.0;46.0;44.0;0.0;36.09090909090909;0;10;10;0;5;5;0;1;47.0;1;2;30.0;1;3;43.0;1;2;0;0;2;42.0;1;2;43.0;1;1;0.0;0;2;0.0;0;2;2;30.0
1785;33.03333333333333;0;32.55882352941177;41.0;29.0;36.0;34.875;4;39.0;42.0;0.0;0.0;36.0;0;4;4;0;2;2;0;1;0.0;0;2;0.0;0;3;45.0;1;2;0;0;2;45.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;39.0
1787;34.26470588235294;0;36.64705882352941;50.0;36.0;36.0;37.2;5;39.0;43.0;0.0;0.0;35.75;0;7;7;0;4;4;0;1;31.0;1;2;0.0;0;3;46.0;1;2;0;0;2;47.0;1;2;38.0;1;1;0.0;0;2;0.0;0;2;4;46.0
1789;37.76470588235294;0;39.55882352941177;45.0;38.8235294117647;34.0;40.416666666666664;6;45.0;45.0;46.0;0.0;35.81818181818182;0;10;10;0;5;5;0;1;32.0;1;2;41.0;1;3;41.0;1;2;0;0;2;41.0;1;2;43.0;1;1;0.0;0;2;0.0;0;2;1;28.0
1792;37.411764705882355;47;36.8125;43.0;34.76470588235294;34.0;35.75;6;44.0;41.0;37.0;0.0;31.0;0;10;10;0;5;5;0;1;34.0;1;2;30.0;1;3;40.0;1;2;0;0;2;32.0;1;2;39.0;1;1;0.0;0;2;0.0;0;2;2;30.0
1793;31.733333333333334;0;34.5;0.0;26.666666666666668;40.0;30.166666666666668;3;0.0;30.0;0.0;0.0;19.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;38.0;1;1;0.0;0;2;0.0;0;2;1;0.0
1794;39.529411764705884;0;37.266666666666666;0.0;36.3235294117647;38.0;34.8;5;0.0;36.0;40.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;0.0
1796;37.35294117647059;0;36.411764705882355;45.0;31.3125;30.5;35.5;5;37.0;41.0;44.0;0.0;32.5;1;9;7;2;4;3;1;1;22.5;2;2;0.0;0;3;46.0;1;2;0;0;2;45.0;1;2;33.0;1;1;0.0;0;2;0.0;0;2;1;23.333333333333332
1797;35.03333333333333;0;30.764705882352942;40.0;25.0;28.5;33.5;3;0.0;38.0;0.0;0.0;35.333333333333336;0;5;5;0;3;3;0;1;0.0;0;2;0.0;0;3;41.0;1;2;0;0;2;41.0;1;2;48.0;1;1;0.0;0;2;0.0;0;2;2;37.0
1800;34.56666666666667;0;31.766666666666666;0.0;29.678571428571427;30.0;34.166666666666664;3;0.0;41.0;43.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;0.0
1801;32.96666666666667;0;36.46666666666667;0.0;28.8;36.0;32.0;2;0.0;41.0;39.0;0.0;21.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;42.0;1;1;0.0;0;2;0.0;0;2;1;0.0
