NUMERO;LOCALIDAD_COLEGIO;PG_ICFES;CON_MAT_ICFES;FISICA_ICFES;BIOLOGIA_ICFES;IDIOMA_ICFES;LOCALIDAD;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCP_UNO;NAA_UNO;NAP_UNO;ESTADO_FINAL;NOTA_DIFERENCIAL;NOTA_DIBUJO;NOTA_QUIMICA;NOTA_CFJC;NOTA_TEXTOS;NOTA_SEMINARIO;NOTA_EE_UNO;PROMEDIO_DOS;CAR_DOS;NCC_DOS;NCA_DOS;NCP_DOS;NAC_DOS;NAA_DOS;NAP_DOS;EPA_DOS;NOTA_ALGEBRA;VECES_ALGEBRA;CREDITOS_ALGEBRA;NOTA_INTEGRAL;VECES_INTEGRAL;CREDITOS_INTEGRAL;NOTA_FISICA_UNO;VECES_FISICA_UNO;CREDITOS_FISICA_UNO;NOTA_MATERIALES;VECES_MATERIALES;CREDITOS_MATERIALES;NOTA_DEMOCRACIA;VECES_DEMOCRACIA;CREDITOS_DEMOCRACIA;NOTA_PBASICA;VECES_PBASICA;CREDITOS_PBASICA;NOTA_EE_DOS;VECES_EE_DOS;CREDITOS_EE_DOS;RENDIMIENTO_TRES
2167;20;416.0;75.0;66.0;51.0;75.0;10;34.733333333333334;0;15;0;7;0;2;32.0;39.0;32.0;39.0;35.0;30.0;40.0;31.9;2;24;15;9;6;4;2;1;24.5;2;3;25.0;3;3;32.0;1;3;33.0;1;2;39.0;1;1;43.0;1;3;0.0;0;2;2
2168;10;410.0;57.0;63.0;55.0;46.0;10;9.948717948717947;5;37;24;1;5;9;4.333333333333333;9.0;5.666666666666667;34.0;16.0;11.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1
2169;20;425.0;68.0;70.0;53.0;74.0;11;25.346153846153847;4;32;19;2;4;2;21.0;21.0;26.0;23.5;36.0;30.0;0.0;28.666666666666668;1;18;15;3;6;4;2;2;30.0;1;3;17.0;2;3;30.0;1;3;26.0;1;2;33.0;1;1;38.0;1;3;0.0;0;2;2
2170;6;382.0;60.0;66.0;54.0;43.0;19;13.333333333333334;3;31;18;3;3;9;2.0;30.0;8.0;36.0;6.666666666666667;32.0;0.0;3.75;2;13;7;6;2;0;2;2;3.0;2;3;0.0;0;3;4.5;2;3;0.0;0;2;0.0;1;1;0.0;0;3;0.0;0;2;1
2171;7;355.0;80.0;0.0;66.0;73.0;7;30.23076923076923;2;23;10;4;2;12;25.0;29.5;30.0;36.0;38.0;32.0;0.0;26.2;1;17;15;2;6;4;2;2;31.0;1;3;2.0;1;3;33.0;1;3;23.0;2;2;41.0;1;1;36.0;1;3;0.0;0;2;1
2172;20;339.0;72.0;0.0;68.0;63.0;20;28.846153846153847;2;20;7;4;2;11;22.0;30.0;27.0;40.0;38.0;30.0;0.0;31.633333333333333;3;27;15;12;6;4;2;1;25.5;2;3;26.333333333333332;3;3;30.0;2;3;34.0;1;2;41.0;1;1;40.0;1;3;0.0;0;2;2
2173;7;335.0;80.0;0.0;66.0;49.0;20;32.93333333333333;2;23;8;5;2;2;30.0;29.0;27.0;37.0;38.0;32.0;45.0;33.36666666666667;1;18;15;3;6;5;1;1;24.5;2;3;35.0;1;3;32.0;1;3;30.0;1;2;40.0;1;1;42.0;1;3;0.0;0;2;2
2174;20;343.0;67.0;0.0;69.0;68.0;20;27.692307692307693;0;13;0;4;2;9;15.0;18.0;33.0;40.0;44.0;37.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1
2175;8;364.0;63.0;0.0;76.0;82.0;8;20.53846153846154;4;22;9;2;4;13;9.5;13.0;31.0;30.0;27.0;26.0;0.0;25.5;0;3;3;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;34.0;1;3;0.0;0;2;1
2176;12;342.0;76.0;0.0;66.0;77.0;12;40.61538461538461;0;13;0;6;0;2;42.0;36.0;44.0;42.0;40.0;34.0;0.0;36.53333333333333;1;17;15;2;6;6;0;1;39.0;1;3;37.0;1;3;34.0;1;3;31.0;2;2;45.0;1;1;37.0;1;3;0.0;0;2;2
2177;10;348.0;62.0;0.0;78.0;68.0;10;40.86666666666667;0;15;0;7;0;2;36.0;33.0;46.0;43.0;45.0;36.0;48.0;38.55882352941177;2;22;17;5;7;7;0;1;34.0;1;3;32.5;2;3;35.0;1;3;32.5;2;2;39.0;1;1;49.0;1;3;50.0;1;2;3
2178;1;349.0;79.0;0.0;67.0;61.0;1;40.93333333333333;0;15;0;7;0;2;35.0;34.0;46.0;46.0;45.0;38.0;47.0;37.588235294117645;1;20;17;3;7;6;1;1;30.0;1;3;29.0;2;3;39.0;1;3;30.0;1;2;38.0;1;1;49.0;1;3;50.0;1;2;3
2179;11;342.0;78.0;0.0;74.0;74.0;10;39.07692307692308;0;13;0;6;0;11;32.0;36.0;48.0;40.0;47.0;30.0;0.0;30.833333333333332;2;24;15;9;6;4;2;1;22.666666666666668;3;3;22.5;2;3;33.0;1;3;32.0;1;2;44.0;1;1;40.0;1;3;0.0;0;2;2
2180;14;332.0;70.0;0.0;78.0;59.0;3;40.46153846153846;0;13;0;6;0;11;42.0;35.0;45.0;42.0;40.0;31.0;0.0;34.666666666666664;0;15;15;0;6;6;0;1;31.0;1;3;33.0;1;3;37.0;1;3;31.0;1;2;41.0;1;1;38.0;1;3;0.0;0;2;2
2181;7;379.0;67.0;0.0;78.0;73.0;7;19.076923076923077;3;20;7;3;3;9;2.0;36.0;30.0;39.0;15.5;8.0;0.0;14.25;0;3;3;0;1;0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;19.0;1;3;0.0;0;2;1
2182;16;345.0;84.0;0.0;66.0;67.0;16;39.13333333333333;0;15;0;7;0;11;37.0;35.0;45.0;46.0;33.0;36.0;43.0;34.46666666666667;3;26;15;11;6;3;3;1;28.0;2;3;27.333333333333332;3;3;35.0;1;3;28.0;2;2;43.0;1;1;49.0;1;3;0.0;0;2;2
2183;8;340.0;65.0;0.0;76.0;62.0;8;38.4;1;16;1;7;0;2;40.0;36.0;42.0;42.0;40.0;30.0;33.0;31.5;3;23;15;8;6;4;2;1;30.0;1;3;28.5;2;3;22.0;2;3;34.0;2;2;34.0;1;1;43.0;1;3;0.0;0;2;1
2184;20;334.0;77.0;0.0;69.0;58.0;20;44.2;0;15;0;7;0;2;39.0;37.0;49.0;47.0;50.0;39.0;50.0;35.5;2;26;17;9;7;6;1;1;27.666666666666668;3;3;32.5;2;3;33.0;1;3;32.0;1;2;43.0;1;1;47.0;1;3;38.0;1;2;2
2185;8;349.0;78.0;0.0;65.0;74.0;8;41.0;0;13;0;6;0;2;35.0;35.0;46.0;46.0;50.0;39.0;0.0;35.8;1;21;15;6;6;5;1;1;32.0;1;3;28.0;3;3;37.0;1;3;32.0;1;2;41.0;1;1;47.0;1;3;0.0;0;2;2
2186;4;352.0;82.0;0.0;76.0;53.0;4;40.46666666666667;0;15;0;7;0;2;37.0;36.0;43.0;42.0;41.0;36.0;49.0;39.733333333333334;1;17;15;2;6;6;0;1;35.0;1;3;38.0;1;3;40.0;1;3;31.0;2;2;45.0;1;1;50.0;1;3;0.0;0;2;3
2188;12;388.0;81.0;0.0;81.0;95.0;11;24.576923076923077;3;20;7;3;3;12;9.0;30.0;37.0;41.0;21.5;28.5;0.0;0.0;0;0;0;0;0;0;0;0;0.0;1;3;0.0;0;3;0.0;0;3;0.0;1;2;0.0;0;1;0.0;0;3;0.0;0;2;1
2189;16;350.0;68.0;0.0;68.0;58.0;16;25.76923076923077;0;13;0;2;4;9;12.0;28.0;38.0;36.0;28.0;25.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1
2190;15;347.0;71.0;0.0;72.0;70.0;8;44.733333333333334;0;15;0;7;0;2;42.0;36.0;48.0;47.0;50.0;40.0;50.0;36.970588235294116;1;20;17;3;7;6;1;1;25.5;2;3;36.0;1;3;35.0;1;3;33.0;1;2;43.0;1;1;50.0;1;3;40.0;1;2;3
2191;10;342.0;67.0;0.0;72.0;53.0;11;33.41111111111111;2;24;9;5;2;2;20.666666666666668;31.0;43.0;37.0;31.0;28.5;50.0;30.333333333333332;2;24;15;9;6;5;1;1;33.0;1;3;22.0;2;3;30.666666666666668;3;3;30.0;1;2;30.0;1;1;36.0;1;3;0.0;0;2;1
2192;20;410.0;93.0;0.0;83.0;97.0;20;41.4;0;15;0;7;0;2;36.0;43.0;46.0;39.0;44.0;30.0;48.0;38.029411764705884;1;20;17;3;7;6;1;1;31.0;1;3;29.5;2;3;39.0;1;3;30.0;1;2;41.0;1;1;49.0;1;3;50.0;1;2;3
2193;10;370.0;72.0;0.0;72.0;65.0;10;38.2;1;19;4;7;0;11;30.0;30.0;42.0;37.0;50.0;36.0;47.0;30.9;4;32;15;17;6;3;3;2;30.5;2;3;23.666666666666668;3;3;24.333333333333332;3;3;28.5;2;2;39.0;1;1;44.0;1;3;0.0;0;2;2
2194;15;365.0;88.0;0.0;61.0;67.0;5;31.23076923076923;3;20;7;5;1;13;21.0;32.0;42.0;37.0;32.0;31.0;0.0;29.142857142857142;0;7;7;0;3;2;1;2;23.0;1;3;0.0;0;3;0.0;0;3;0.0;0;2;39.0;1;1;32.0;1;3;0.0;0;2;1
2195;20;328.0;67.0;0.0;70.0;61.0;20;29.692307692307693;1;17;4;5;1;9;10.0;30.0;42.0;47.0;41.0;31.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;1;3;0.0;0;3;0.0;1;3;0.0;1;2;0.0;0;1;0.0;1;3;0.0;0;2;1
2196;20;320.0;64.0;0.0;67.0;55.0;20;39.76923076923077;0;13;0;6;0;2;40.0;31.0;43.0;41.0;45.0;35.0;0.0;32.56666666666667;2;20;15;5;6;6;0;1;31.0;1;3;32.0;1;3;30.0;1;3;30.0;2;2;46.0;1;1;34.5;2;3;0.0;0;2;2
2197;20;288.0;55.0;0.0;60.0;57.0;20;34.23076923076923;1;17;4;5;1;13;24.0;36.0;42.0;47.0;37.0;30.0;0.0;20.733333333333334;3;24;15;9;6;3;3;1;15.5;2;3;1.0;1;3;22.5;2;3;31.0;1;2;39.0;1;1;31.0;2;3;0.0;0;2;1
2198;20;318.0;70.0;0.0;73.0;41.0;20;36.833333333333336;3;22;7;6;1;11;30.0;32.0;46.0;42.0;29.0;30.5;50.0;36.96666666666667;1;18;15;3;6;6;0;1;47.0;1;3;30.0;1;3;32.5;2;3;31.0;1;2;32.0;1;1;44.0;1;3;0.0;0;2;2
2199;10;453.0;83.0;56.0;62.0;66.0;10;37.666666666666664;0;15;0;7;0;3;30.0;30.0;46.0;42.0;50.0;33.0;36.0;36.86666666666667;0;15;15;0;6;6;0;1;31.0;1;3;39.0;1;3;35.0;1;3;30.0;1;2;43.0;1;1;45.0;1;3;0.0;0;2;2
2200;20;412.0;60.0;66.0;49.0;46.0;11;42.06666666666667;0;15;0;7;0;2;46.0;37.0;46.0;41.0;37.0;38.0;41.0;38.26470588235294;1;20;17;3;7;6;1;1;36.0;1;3;28.5;2;3;36.0;1;3;33.0;1;2;46.0;1;1;49.0;1;3;45.0;1;2;3
2201;9;408.0;64.0;62.0;54.0;61.0;9;35.46153846153846;1;14;1;6;0;2;30.0;36.0;44.0;40.0;33.0;31.0;0.0;31.8;4;29;15;14;6;3;3;2;45.0;1;3;21.0;3;3;21.0;2;3;21.0;2;2;42.0;1;1;44.0;2;3;0.0;0;2;1
2202;9;422.0;75.0;56.0;59.0;54.0;9;40.4;0;15;0;7;0;2;42.0;36.0;46.0;42.0;36.0;36.0;39.0;36.94117647058823;2;26;17;9;7;6;1;1;31.333333333333332;3;3;28.0;2;3;38.0;1;3;31.0;1;2;42.0;1;1;46.0;1;3;47.0;1;2;2
2203;11;419.0;63.0;70.0;67.0;57.0;8;36.06666666666667;1;19;4;6;1;2;26.0;32.0;44.0;42.0;39.0;31.0;45.0;32.11764705882353;4;28;17;11;7;5;2;2;27.5;2;3;25.0;2;3;30.5;2;3;30.0;2;2;41.0;1;1;32.0;1;3;50.0;1;2;2
2205;8;408.0;68.0;50.0;49.0;57.0;8;39.46666666666667;0;15;0;7;0;2;30.0;37.0;45.0;43.0;45.0;32.0;49.0;36.11764705882353;0;17;17;0;7;7;0;1;32.0;1;3;31.0;1;3;32.0;1;3;32.0;1;2;40.0;1;1;47.0;1;3;42.0;1;2;2
2206;4;422.0;71.0;53.0;53.0;59.0;4;36.2;0;15;0;6;1;11;39.0;38.0;43.0;39.0;37.0;33.0;18.0;33.9;2;21;15;6;6;4;2;1;26.5;2;3;29.0;2;3;35.0;1;3;32.0;1;2;35.0;1;1;46.0;1;3;0.0;0;2;2
2207;19;291.0;84.0;0.0;67.0;0.0;19;38.53333333333333;0;15;0;7;0;4;36.0;41.0;31.0;40.0;40.0;43.0;48.0;33.53333333333333;0;15;15;0;6;6;0;1;30.0;1;3;32.0;1;3;30.0;1;3;45.0;1;2;41.0;1;1;32.0;1;3;0.0;0;2;2
2208;7;429.0;75.0;69.0;58.0;0.0;7;44.13333333333333;0;15;0;7;0;2;44.0;49.0;40.0;45.0;40.0;43.0;50.0;40.88235294117647;0;17;17;0;7;7;0;1;40.0;1;3;32.0;1;3;44.0;1;3;39.0;1;2;45.0;1;1;44.0;1;3;46.0;1;2;3
2209;11;270.0;82.0;0.0;64.0;0.0;11;38.266666666666666;0;15;0;7;0;2;30.0;41.0;39.0;46.0;43.0;39.0;42.0;38.733333333333334;0;15;15;0;6;6;0;1;40.0;1;3;33.0;1;3;32.0;1;3;45.0;1;2;44.0;1;1;44.0;1;3;0.0;0;2;2
2210;16;355.0;67.0;0.0;78.0;59.0;8;33.53846153846154;1;17;4;6;0;2;30.5;36.0;30.0;35.0;37.0;43.0;0.0;34.0;2;20;15;5;6;5;1;1;36.0;1;3;30.0;2;3;31.0;1;3;21.0;2;2;39.0;1;1;46.0;1;3;0.0;0;2;1
2211;1;366.0;77.0;0.0;74.0;74.0;1;32.15384615384615;1;17;4;6;0;12;32.0;30.0;30.0;36.0;34.0;36.0;0.0;27.266666666666666;2;21;15;6;6;4;2;2;15.0;2;3;13.0;2;3;32.0;1;3;30.0;1;2;37.0;1;1;44.0;1;3;0.0;0;2;1
2213;13;355.0;74.0;0.0;66.0;83.0;8;37.53333333333333;0;15;0;7;0;2;30.0;34.0;37.0;37.0;47.0;43.0;45.0;31.766666666666666;2;21;15;6;6;5;1;1;34.0;1;3;26.0;2;3;33.5;2;3;33.0;1;2;34.0;1;1;32.0;1;3;0.0;0;2;2
2214;11;375.0;77.0;0.0;75.0;64.0;11;39.69230769230769;1;17;4;6;0;2;36.0;38.0;39.0;39.0;48.0;44.0;0.0;33.56666666666667;2;21;15;6;6;5;1;1;41.0;1;3;16.5;2;3;40.0;1;3;34.0;1;2;35.0;1;1;36.0;2;3;0.0;0;2;2
2215;15;368.0;72.0;0.0;72.0;100.0;4;38.07692307692308;0;13;0;6;0;13;34.0;31.0;39.0;36.0;48.0;48.0;0.0;33.30769230769231;0;13;13;0;5;5;0;1;32.0;1;3;30.0;1;3;36.0;1;3;0.0;0;2;40.0;1;1;33.0;1;3;0.0;0;2;2
2216;16;428.0;65.0;74.0;59.0;39.0;7;34.34615384615385;1;16;3;5;1;11;31.0;36.0;28.5;44.0;43.0;35.0;0.0;32.733333333333334;2;24;15;9;6;4;2;1;21.333333333333332;3;3;26.0;2;3;33.0;1;3;35.0;1;2;36.0;1;1;48.0;1;3;0.0;0;2;2
2217;2;294.0;58.0;0.0;60.0;48.0;5;21.53846153846154;0;13;0;3;3;13;16.0;25.0;13.0;30.0;30.0;37.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1
2218;16;342.0;86.0;0.0;66.0;70.0;8;35.13333333333333;0;15;0;7;0;2;32.0;35.0;33.0;30.0;39.0;36.0;43.0;35.86666666666667;1;18;15;3;6;6;0;1;38.0;1;3;31.0;2;3;34.0;1;3;34.0;1;2;38.0;1;1;41.0;1;3;0.0;0;2;2
2220;20;350.0;83.0;0.0;70.0;63.0;7;28.807692307692307;2;20;7;4;2;11;27.5;32.0;22.5;33.0;31.0;38.0;0.0;27.533333333333335;2;21;15;6;6;3;3;2;36.0;1;3;14.0;2;3;16.0;2;3;28.0;1;2;30.0;1;1;43.0;1;3;0.0;0;2;1
2221;10;356.0;74.0;0.0;71.0;73.0;12;32.03846153846154;2;20;7;5;1;2;31.5;30.0;24.5;35.0;40.0;42.0;0.0;36.8;0;15;15;0;6;6;0;1;38.0;1;3;33.0;1;3;36.0;1;3;32.0;1;2;38.0;1;1;43.0;1;3;0.0;0;2;2
2222;16;349.0;72.0;0.0;69.0;70.0;8;31.307692307692307;2;20;7;4;2;2;26.5;33.0;24.0;38.0;42.0;41.0;0.0;36.6;0;15;15;0;6;6;0;1;30.0;1;3;35.0;1;3;37.0;1;3;32.0;1;2;38.0;1;1;47.0;1;3;0.0;0;2;2
2223;3;351.0;71.0;0.0;70.0;64.0;3;32.19230769230769;2;24;11;4;2;2;29.0;33.0;23.5;39.0;43.0;41.0;0.0;34.93333333333333;1;18;15;3;6;6;0;1;30.0;2;3;33.0;1;3;35.0;1;3;31.0;1;2;42.0;1;1;42.0;1;3;0.0;0;2;1
2224;19;353.0;73.0;0.0;68.0;77.0;19;30.153846153846153;3;22;9;4;2;2;23.0;31.5;24.0;40.0;42.0;41.0;0.0;27.566666666666666;3;24;15;9;6;3;3;1;28.0;2;3;20.5;2;3;16.0;2;3;32.0;1;2;45.0;1;1;37.0;1;3;0.0;0;2;2
2225;11;392.0;81.0;0.0;77.0;77.0;20;39.4;0;15;0;7;0;2;33.0;37.0;38.0;44.0;48.0;43.0;44.0;38.86666666666667;0;15;15;0;6;6;0;1;42.0;1;3;34.0;1;3;34.0;1;3;35.0;1;2;42.0;1;1;47.0;1;3;0.0;0;2;2
2226;4;338.0;75.0;0.0;73.0;68.0;4;34.15384615384615;1;17;4;6;0;2;30.0;40.0;31.0;33.0;40.0;38.0;0.0;35.733333333333334;1;17;15;2;6;5;1;1;40.0;1;3;34.0;1;3;34.0;1;3;21.0;2;2;38.0;1;1;44.0;1;3;0.0;0;2;2
2227;2;366.0;73.0;0.0;74.0;80.0;2;33.19230769230769;1;16;3;5;1;2;30.0;36.0;25.5;38.0;41.0;43.0;0.0;36.3;1;18;15;3;6;6;0;1;35.0;1;3;30.5;2;3;37.0;1;3;36.0;1;2;36.0;1;1;43.0;1;3;0.0;0;2;2
2228;20;342.0;78.0;0.0;74.0;62.0;9;32.84615384615385;2;20;7;4;2;2;29.5;33.0;25.0;38.0;46.0;38.0;0.0;36.8;0;15;15;0;6;6;0;1;36.0;1;3;30.0;1;3;36.0;1;3;33.0;1;2;33.0;1;1;49.0;1;3;0.0;0;2;2
2229;20;369.0;76.0;0.0;77.0;75.0;20;34.03846153846154;2;20;7;5;1;2;30.5;41.0;27.5;35.0;41.0;39.0;0.0;35.43333333333333;1;18;15;3;6;5;1;1;34.0;1;3;29.5;2;3;36.0;1;3;35.0;1;2;34.0;1;1;43.0;1;3;0.0;0;2;1
2230;11;354.0;72.0;0.0;70.0;69.0;11;31.692307692307693;3;22;9;4;2;2;27.5;32.5;25.0;36.0;42.0;42.0;0.0;31.0;1;18;15;3;6;5;1;1;30.0;1;3;15.0;2;3;35.0;1;3;31.0;1;2;34.0;1;1;43.0;1;3;0.0;0;2;2
2231;7;357.0;68.0;0.0;74.0;84.0;8;29.576923076923077;3;22;9;3;3;3;26.0;26.0;23.5;36.0;41.0;40.0;0.0;19.0;0;1;1;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;38.0;1;1;0.0;0;3;0.0;0;2;1
2232;10;344.0;76.0;0.0;73.0;64.0;10;30.307692307692307;3;22;9;4;2;2;26.5;31.0;24.0;38.0;38.0;40.0;0.0;32.233333333333334;2;21;15;6;6;4;2;1;32.5;2;3;23.0;2;3;26.0;1;3;30.0;1;2;47.0;1;1;44.0;1;3;0.0;0;2;1
2233;3;350.0;74.0;0.0;69.0;80.0;16;27.307692307692307;0;13;0;3;3;9;24.0;28.0;21.0;36.0;33.0;38.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1
2234;4;366.0;78.0;0.0;73.0;70.0;7;36.53333333333333;0;15;0;7;0;2;30.0;33.0;32.0;39.0;42.0;43.0;50.0;41.05882352941177;0;17;17;0;7;7;0;1;42.0;1;3;31.0;1;3;42.0;1;3;35.0;1;2;43.0;1;1;48.0;1;3;48.0;1;2;3
2235;16;359.0;74.0;0.0;71.0;75.0;16;35.15384615384615;2;20;7;5;1;2;32.5;37.0;27.0;41.0;44.0;43.0;0.0;39.733333333333334;0;15;15;0;6;6;0;1;46.0;1;3;31.0;1;3;38.0;1;3;36.0;1;2;44.0;1;1;45.0;1;3;0.0;0;2;2
2236;20;341.0;71.0;0.0;74.0;74.0;20;34.53846153846154;2;20;7;6;0;2;34.0;32.0;30.0;40.0;38.0;43.0;0.0;37.46666666666667;0;15;15;0;6;6;0;1;31.0;1;3;39.0;1;3;39.0;1;3;35.0;1;2;30.0;1;1;45.0;1;3;0.0;0;2;2
2237;14;357.0;74.0;0.0;72.0;75.0;16;31.76923076923077;2;20;7;4;2;11;27.5;31.0;25.0;38.0;43.0;42.0;0.0;31.466666666666665;2;21;15;6;6;4;2;1;20.0;2;3;28.0;2;3;32.0;1;3;32.0;1;2;33.0;1;1;45.0;1;3;0.0;0;2;2
2238;20;355.0;73.0;0.0;66.0;66.0;20;31.03846153846154;2;20;7;4;2;2;29.5;32.0;24.5;36.0;37.0;38.0;0.0;32.4;0;15;15;0;6;6;0;1;32.0;1;3;31.0;1;3;32.0;1;3;34.0;1;2;31.0;1;1;34.0;1;3;0.0;0;2;1
2239;14;364.0;85.0;0.0;72.0;71.0;18;35.30769230769231;2;20;7;5;1;2;32.0;41.0;28.0;39.0;41.0;44.0;0.0;33.8;0;15;15;0;6;6;0;1;30.0;1;3;32.0;1;3;31.0;1;3;34.0;1;2;31.0;1;1;43.0;1;3;0.0;0;2;2
2240;4;358.0;75.0;0.0;70.0;72.0;4;34.61538461538461;1;17;4;6;0;2;33.0;34.0;30.0;42.0;38.0;42.0;0.0;37.46666666666667;0;15;15;0;6;6;0;1;40.0;1;3;34.0;1;3;36.0;1;3;31.0;1;2;38.0;1;1;44.0;1;3;0.0;0;2;2
2241;20;352.0;75.0;0.0;70.0;82.0;20;31.833333333333332;2;22;7;5;2;2;24.5;33.0;28.5;33.0;35.0;33.0;46.0;31.764705882352942;0;17;17;0;7;6;1;1;30.0;1;3;12.0;1;3;33.0;1;3;33.0;1;2;35.0;1;1;38.0;1;3;50.0;1;2;2
2242;1;357.0;78.0;0.0;72.0;74.0;10;33.9;1;18;3;6;1;2;33.0;36.0;28.5;37.0;41.0;40.0;30.0;35.86666666666667;1;18;15;3;6;6;0;1;36.0;1;3;30.0;2;3;36.0;1;3;33.0;1;2;40.0;1;1;42.0;1;3;0.0;0;2;2
2243;7;348.0;73.0;0.0;72.0;79.0;8;33.88461538461539;2;20;7;5;1;2;32.5;30.0;27.5;36.0;45.0;42.0;0.0;34.15384615384615;0;13;13;0;5;4;1;1;30.0;1;3;22.0;1;3;40.0;1;3;0.0;0;2;33.0;1;1;45.0;1;3;0.0;0;2;2
2244;2;353.0;74.0;0.0;67.0;72.0;10;35.46153846153846;0;13;0;6;0;2;31.0;39.0;30.0;38.0;43.0;45.0;0.0;35.733333333333334;1;18;15;3;6;5;1;1;38.0;1;3;29.0;2;3;34.0;1;3;33.0;1;2;41.0;1;1;42.0;1;3;0.0;0;2;2
2245;7;344.0;75.0;0.0;70.0;69.0;8;31.73076923076923;2;20;7;4;2;11;27.5;36.0;24.5;37.0;40.0;40.0;0.0;31.066666666666666;1;18;15;3;6;5;1;1;30.0;1;3;19.0;2;3;36.0;1;3;30.0;1;2;34.0;1;1;39.0;1;3;0.0;0;2;2
2246;7;356.0;70.0;0.0;70.0;69.0;8;27.615384615384617;2;20;7;4;2;11;22.0;33.0;18.0;36.0;37.0;41.0;0.0;32.416666666666664;0;15;15;0;5;5;0;1;30.0;1;3;0.0;1;3;32.0;1;3;33.0;1;2;35.0;1;1;34.0;1;3;0.0;0;2;2
2247;10;351.0;72.0;0.0;71.0;74.0;10;13.23076923076923;0;13;0;0;6;9;11.0;9.0;6.0;25.0;22.0;23.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1
2248;9;357.0;79.0;0.0;66.0;75.0;9;31.807692307692307;2;20;7;4;2;2;29.5;32.0;27.5;36.0;38.0;37.0;0.0;36.96666666666667;1;18;15;3;6;6;0;1;38.0;1;3;33.5;2;3;37.0;1;3;31.0;1;2;35.0;1;1;44.0;1;3;0.0;0;2;2
2249;8;373.0;77.0;0.0;69.0;83.0;8;13.0;0;13;0;0;6;9;8.0;15.0;6.0;25.0;19.0;26.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1
2250;20;366.0;71.0;0.0;74.0;73.0;20;38.0;1;19;4;7;0;2;32.5;31.0;30.0;49.0;46.0;47.0;50.0;34.03333333333333;1;18;15;3;6;6;0;1;35.0;1;3;30.5;2;3;34.0;1;3;34.0;1;2;42.0;1;1;34.0;1;3;0.0;0;2;2
2251;9;339.0;73.0;0.0;73.0;68.0;9;29.602564102564102;2;24;11;4;2;2;26.333333333333332;33.0;24.5;36.0;32.0;40.0;0.0;34.266666666666666;1;18;15;3;6;6;0;1;34.0;1;3;32.0;2;3;31.0;1;3;32.0;1;2;33.0;1;1;42.0;1;3;0.0;0;2;2
2252;20;371.0;79.0;0.0;71.0;79.0;20;35.88461538461539;1;16;3;5;1;11;35.0;36.0;25.5;37.0;46.0;49.0;0.0;31.733333333333334;2;23;15;8;6;4;2;1;30.0;1;3;19.0;3;3;34.0;1;3;29.0;2;2;43.0;1;1;42.0;1;3;0.0;0;2;1
2253;20;354.0;72.0;0.0;72.0;69.0;20;30.384615384615383;3;22;9;4;2;11;26.5;34.0;26.0;37.0;36.0;34.0;0.0;29.533333333333335;2;21;15;6;6;4;2;2;28.5;2;3;12.5;2;3;32.0;1;3;32.0;1;2;34.0;1;1;42.0;1;3;0.0;0;2;2
2254;9;354.0;78.0;0.0;63.0;74.0;9;38.84615384615385;1;16;3;6;0;2;44.0;36.0;30.0;42.0;40.0;45.0;0.0;34.13333333333333;3;22;15;7;6;4;2;1;30.0;1;3;29.0;2;3;32.0;1;3;35.0;1;2;28.0;2;1;47.0;2;3;0.0;0;2;1
2255;16;345.0;74.0;0.0;77.0;58.0;16;32.0;1;16;3;5;1;2;36.0;36.0;22.0;32.0;30.0;42.0;0.0;33.1;2;19;15;4;6;3;3;1;33.0;1;3;28.5;2;3;34.0;1;3;27.0;1;2;27.0;2;1;43.0;1;3;0.0;0;2;2
2256;20;354.0;72.0;0.0;73.0;71.0;20;40.42307692307692;1;16;3;6;0;2;42.0;37.0;32.5;45.0;47.0;47.0;0.0;36.333333333333336;0;15;15;0;6;6;0;1;36.0;1;3;30.0;1;3;38.0;1;3;33.0;1;2;32.0;1;1;45.0;1;3;0.0;0;2;2
